wordPairs,English Translation,PairMeanConcreteness,clusters,assocStrength,MeanPairSimilarity,SD,min,max,median,range,skewness,Q1,Q3,primeWord,PrimeMeanConcreteness,SD,min,max,median,range,skewness,Q1,Q3,gramCat,nbletters,orthNeighbours,old20,FLP_RT,MegalexRT,MovieFrequency,BookFrequency,BlogFreqPm,TwitterFreqPm,NewsFreqPm,targetWord,TargetMeanConcreteness,SD,min,max,median,range,skewness,Q1,Q3,gramCat,nbletters,orthNeighbours,old20,FLP_RT,Megalex_RT,MovieFrequency,BookFrequency,BlogFreqPm,TwitterFreqPm,NewsFreqPm
maîtrise-compétence,mastery skill,"2,79","1,00",NA,"5,04","1,48","1,00","7,00","5,00","6,00","-0,86","4,00","6,00",maîtrise,"2,97","1,25","1,00","6,00","3,00","5,00","0,22","2,00","4,00",NOM,"8,00","2,00","1,80","650,54","563,85","4,16","7,70","30,12","8,74","35,22",compétence,"2,61","1,24","1,00","5,00","3,00","4,00","0,28","2,00","3,00",NOM,"10,00","1,00","2,60","578,92",NA,"2,12","3,24","18,99","7,55","16,66"
malice-ironie,mischief irony,"2,82","1,00",NA,"2,62","1,48","1,00","5,00","3,00","4,00","0,25","1,00","4,00",malice,"3,00","1,19","1,00","6,00","3,00","5,00","0,39","2,00","4,00",NOM,"6,00","3,00","1,80","666,21","571,73","1,22","10,47","3,09","1,63","1,58",ironie,"2,63","1,62","1,00","7,00","2,00","6,00","0,95","1,00","4,00",NOM,"6,00","0,00","1,90","728,00","584,64","6,00","23,78","15,47","14,05","8,94"
mal-mauvais,evil bad,"3,20","1,00",NA,"5,39","1,64","1,00","7,00","6,00","6,00","-0,93","4,00","7,00",mal,"3,14","1,80","1,00","7,00","3,00","6,00","0,30","1,00","4,00",ADJ,"3,00","16,00","1,00","540,24","480,56","13,82","11,22","503,59","979,97","270,09",mauvais,"3,26","1,53","1,00","7,00","3,00","6,00","0,39","2,00","4,00",ADJ,"7,00","2,00","1,85","605,20","518,33","138,04","108,65","97,77","135,17","78,33"
mammifère-animal,mammal animal,"6,28","3,00","0,23","3,84","1,82","1,00","7,00","4,00","6,00","0,13","2,00","5,00",mammifère,"6,43","0,84","4,00","7,00","7,00","3,00","-1,23","6,00","7,00",ADJ,"9,00","0,00","3,35",NA,NA,"0,34","0,07","1,15","0,43","0,38",animal,"6,14","1,26","2,00","7,00","7,00","5,00","-1,66","6,00","7,00",ADJ,"6,00","2,00","1,80","567,17","496,72","3,34","6,01","45,53","15,28","22,27"
manger-absorber,eat absorb,"5,04","2,00",NA,"3,71","1,69","1,00","7,00","4,00","6,00","-0,39","2,00","5,00",manger,"6,13","1,28","2,00","7,00","7,00","5,00","-1,62","6,00","7,00",NOM,"6,00","9,00","1,35","585,17","516,86","5,62","4,05","110,84","190,47","25,43",absorber,"3,95","1,71","1,00","7,00","3,00","6,00","0,53","3,00","5,00",VER,"8,00","1,00","2,05","692,13","605,93","1,86","4,53","5,10","1,08","4,59"
marge-frontière,margin border,"3,97","2,00","0,05","2,51","1,75","1,00","7,00","2,00","6,00","1,05","1,00","4,00",marge,"3,88","1,51","1,00","7,00","4,00","6,00","0,44","3,00","5,00",NOM,"5,00","10,00","1,25","640,41","617,83","14,21","12,64","21,93","13,47","65,41",frontière,"4,06","1,83","1,00","7,00","4,00","6,00","0,11","3,00","5,00",NOM,"9,00","0,00","2,60","640,08","555,40","28,54","26,42","28,39","9,64","37,27"
marin-matelot,sailor sailor,"6,22","3,00",NA,"5,75","1,59","1,00","7,00","6,00","6,00","-1,75","5,75","7,00",marin,"6,03","1,30","2,00","7,00","6,00","5,00","-1,57","6,00","7,00",ADJ,"5,00","9,00","1,15","635,21","589,42","5,40","8,51","10,74","5,92","12,92",matelot,"6,41","0,93","3,00","7,00","7,00","4,00","-1,81","6,00","7,00",NOM,"7,00","0,00","2,35","709,83","634,21","4,78","4,26","0,61","0,14","0,29"
marteau-pelle,hammer shovel,"5,62","3,00",NA,"2,21","1,79","1,00","7,00","1,00","6,00","1,49","1,00","3,00",marteau,"6,65","0,79","3,00","7,00","7,00","4,00","-3,16","7,00","7,00",NOM,"7,00","1,00","1,90","664,25","563,11","11,84","13,31","6,19","6,65","4,59",pelle,"4,59","2,15","1,00","7,00","4,50","6,00","-0,25","2,00","7,00",NOM,"5,00","9,00","1,40","678,00","543,22","8,75","11,35","5,58","8,53","2,72"
maturité-sagesse,maturity wisdom,"2,97","1,00","0,01","4,52","1,55","1,00","7,00","5,00","6,00","-0,99","4,00","6,00",maturité,"3,16","1,72","1,00","7,00","3,00","6,00","0,92","2,00","4,00",NOM,"8,00","0,00","2,75","722,32","606,85","2,61","5,00","12,71","4,23","11,81",sagesse,"2,78","1,81","1,00","7,00","2,00","6,00","0,81","1,00","4,00",NOM,"7,00","0,00","2,20","614,40","559,82","13,56","21,42","29,18","12,35","5,44"
mauvais-pire,bad worst,"2,92","1,00",NA,"4,18","1,84","1,00","7,00","5,00","6,00","-0,48","3,00","5,00",mauvais,"3,26","1,53","1,00","7,00","3,00","6,00","0,39","2,00","4,00",ADJ,"7,00","2,00","1,85","605,20","518,33","138,04","108,65","97,77","135,17","78,33",pire,"2,59","1,48","1,00","7,00","2,00","6,00","1,06","2,00","4,00",ADJ,"4,00","20,00","1,00","632,20","504,28","83,22","39,80","127,13","275,76","69,04"
médiocrité-pauvreté,mediocrity poverty,"3,34","1,00",NA,"2,20","1,63","1,00","7,00","1,00","6,00","1,40","1,00","3,00",médiocrité,"2,69","1,45","1,00","7,00","3,00","6,00","0,96","2,00","3,00",NOM,"10,00","0,00","3,65","722,04",NA,"2,02","5,34","5,92","4,52","1,52",pauvreté,"3,98","1,93","1,00","7,00","4,00","6,00","0,00","2,00","6,00",NOM,"8,00","1,00","2,45","645,74","563,07","7,04","10,14","29,24","7,19","19,47"
meilleur-bien,best good,"2,89","1,00","0,05","4,00","1,65","1,00","7,00","4,00","6,00","-0,28","3,00","5,00",meilleur,"3,18","1,48","1,00","7,00","3,00","6,00","0,65","2,00","4,00",ADJ,"8,00","1,00","2,15","586,77","503,08","99,59","34,32","125,98","218,83","149,62",bien,"2,60","1,52","1,00","7,00","2,00","6,00","0,68","1,00","4,00",ADJ,"4,00","6,00","1,60","692,73","483,35","34,29","36,55","2866,60","4070,02","1288,91"
mélancolie-tristesse,melancoly sadness,"2,92","1,00",NA,"5,07","1,75","1,00","7,00","5,00","6,00","-0,82","5,00","7,00",mélancolie,"2,69","1,49","1,00","7,00","2,00","6,00","1,47","2,00","3,00",NOM,"10,00","0,00","3,40","777,96",NA,"2,60","20,68","9,07","2,24","1,64",tristesse,"3,15","1,74","1,00","7,00","3,00","6,00","0,92","2,00","4,00",NOM,"9,00","0,00","2,80","640,88","530,62","12,91","46,96","25,75","18,78","9,76"
mélange-amalgame,mix amalgam,"3,57","1,00",NA,"4,38","2,01","1,00","7,00","5,00","6,00","-0,44","3,00","6,00",mélange,"3,88","1,43","1,00","7,00","4,00","6,00","0,42","3,00","4,00",NOM,"7,00","2,00","1,65","615,24","514,67","9,56","28,58","113,63","19,90","21,51",amalgame,"3,25","1,70","1,00","7,00","3,00","6,00","0,63","2,00","4,00",NOM,"8,00","1,00","2,40","915,85",NA,"0,30","1,82","5,13","2,96","5,35"
mémoire-souvenir,recall memory,"3,32","1,00",NA,"5,12","1,54","2,00","7,00","6,00","5,00","-0,91","5,00","6,00",mémoire,"3,67","1,91","1,00","7,00","4,00","6,00","0,09","2,00","5,25",NOM,"7,00","0,00","2,55","607,79","490,64","56,60","105,74","88,82","72,72","50,59",souvenir,"2,97","1,36","1,00","6,00","3,00","5,00","0,14","2,00","4,00",NOM,"8,00","1,00","2,25","557,64","528,22","30,45","106,69","71,89","43,89","35,42"
menace-risque,menace risk,"3,66","1,00",NA,"4,47","1,50","2,00","7,00","4,00","5,00","-0,02","3,00","6,00",menace,"3,73","1,75","1,00","7,00","3,50","6,00","0,20","2,00","5,00",NOM,"6,00","2,00","1,70","568,28","527,45","21,07","26,01","48,41","15,79","68,22",risque,"3,59","1,53","1,00","7,00","3,00","6,00","0,66","3,00","5,00",NOM,"6,00","4,00","1,55","597,38","533,54","45,98","30,27","142,03","119,53","249,90"
mendiant-pauvre,beggar poor,"4,74","2,00","0,24","4,48","1,78","1,00","7,00","5,00","6,00","-0,72","3,00","6,00",mendiant,"5,65","1,23","2,00","7,00","6,00","5,00","-0,85","5,00","7,00",NOM,"8,00","2,00","1,80","647,17","589,49","3,44","5,20","2,34","1,19","0,18",pauvre,"3,83","1,86","1,00","7,00","4,00","6,00","0,17","2,00","5,00",ADJ,"6,00","0,00","1,90","602,68","498,17","148,93","148,78","66,40","98,90","17,92"
mensonge-leurre,lie lure,"3,23","1,00",NA,"5,00","1,43","1,00","7,00","5,00","6,00","-0,70","4,00","6,00",mensonge,"3,08","1,68","1,00","7,00","3,00","6,00","0,78","2,00","4,00",NOM,"8,00","0,00","2,65","681,29","579,79","33,64","21,89","24,03","9,83","9,50",leurre,"3,38","1,92","1,00","7,00","3,00","6,00","0,45","2,00","5,00",NOM,"6,00","3,00","1,70","809,78","615,91","2,12","2,16","3,43","1,05","1,96"
mercure-plomb,mercury lead,"5,54","3,00",NA,"3,68","1,84","1,00","7,00","4,00","6,00","-0,02","2,00","5,00",mercure,"4,74","1,85","1,00","7,00","5,00","6,00","-0,52","4,00","6,00",NOM,"7,00","0,00","2,15","681,48","622,71","1,13","1,76","6,52","1,66","3,62",plomb,"6,34","1,28","2,00","7,00","7,00","5,00","-2,12","6,00","7,00",NOM,"5,00","0,00","1,80","627,63","498,10","10,62","20,27","11,92","10,22","12,89"
mer-océan,sea ocean,"6,23","3,00","0,47","5,04","1,69","1,00","7,00","5,00","6,00","-0,51","4,00","6,75",mer,"6,30","0,94","4,00","7,00","7,00","3,00","-1,24","6,00","7,00",NOM,"3,00","11,00","1,20","564,50","527,38","99,49","246,55","102,68","63,11","75,00",océan,"6,15","1,35","1,00","7,00","7,00","6,00","-2,16","6,00","7,00",NOM,"5,00","0,00","2,35","552,08","510,74","22,86","24,93","26,91","8,02","14,00"
merveille-perfection,marvel perfection,"3,02","1,00",NA,"4,75","1,60","1,00","7,00","5,00","6,00","-0,99","4,00","6,00",merveille,"3,36","1,79","1,00","7,00","3,00","6,00","0,63","2,00","4,00",NOM,"9,00","0,00","2,40","679,67","544,05","15,64","22,50","25,57","15,57","6,37",perfection,"2,68","1,79","1,00","7,00","2,00","6,00","1,03","1,00","3,75",NOM,"10,00","0,00","2,55","686,48",NA,"7,66","16,01","17,17","6,21","3,95"
méthode-protocole,method protocol,"3,89","1,00",NA,"4,44","1,83","1,00","7,00","5,00","6,00","-0,47","3,00","6,00",méthode,"3,59","1,76","1,00","7,00","4,00","6,00","0,29","2,00","5,00",NOM,"7,00","0,00","2,70","568,71","511,05","13,83","16,42","47,78","25,57","38,17",protocole,"4,19","2,17","1,00","7,00","4,00","6,00","-0,10","2,00","6,00",NOM,"9,00","0,00","3,50","692,96","584,94","4,36","5,34","10,71","5,64","18,56"
meurtre-crime,murder crime,"5,04","2,00","0,02","5,50","1,30","1,00","7,00","6,00","6,00","-1,08","5,00","6,00",meurtre,"5,08","2,07","1,00","7,00","6,00","6,00","-0,67","3,50","7,00",NOM,"7,00","1,00","1,85","675,96","537,57","81,94","12,30","25,18","12,53","37,03",crime,"5,00","1,94","1,00","7,00","5,00","6,00","-0,53","4,00","7,00",NOM,"5,00","8,00","1,40","572,92","497,45","81,77","29,32","42,38","12,10","38,38"
minuit-midi,midnight noon,"4,82","2,00","0,03","2,98","1,80","1,00","6,00","3,00","5,00","0,21","1,00","4,00",minuit,"4,73","1,95","1,00","7,00","4,00","6,00","-0,24","3,00","7,00",NOM,"6,00","1,00","1,80","611,36","541,19","38,47","29,80","21,99","49,89","25,37",midi,"4,91","1,86","1,00","7,00","5,00","6,00","-0,55","4,00","7,00",ADJ:num,"4,00","3,00","1,80","679,80","530,27","0,00","0,07","62,85","194,81","60,24"
minutieux-soigné,meticulous conscientious,"3,85","1,00",NA,"5,46","1,28","1,00","7,00","6,00","6,00","-1,54","5,00","6,00",minutieux,"3,76","1,51","1,00","7,00","3,50","6,00","0,34","3,00","5,00",ADJ,"9,00","0,00","2,80","780,50","633,50","1,21","3,11","1,88","0,18","1,37",soigné,"3,95","1,56","1,00","7,00","4,00","6,00","0,19","3,00","5,00",VER,"6,00","3,00","1,70","581,00","541,60","5,42","6,35","5,19","1,95","5,73"
miracle-prodige,miracle prodigy,"2,67","1,00",NA,"4,18","1,81","1,00","7,00","4,00","6,00","-0,18","3,00","5,00",miracle,"2,13","1,73","1,00","7,00","1,50","6,00","1,95","1,00","2,00",NOM,"7,00","0,00","2,25","607,08","516,69","39,78","34,12","27,00","16,98","15,99",prodige,"3,21","1,75","1,00","7,00","3,00","6,00","0,52","2,00","4,00",NOM,"7,00","0,00","1,90","726,00","587,40","4,62","5,61","2,24","0,79","3,13"
mirage-illusion,mirage illusion,"3,18","1,00",NA,"5,50","1,52","1,00","7,00","6,00","6,00","-1,36","5,00","7,00",mirage,"3,50","1,96","1,00","7,00","3,00","6,00","0,47","2,00","4,25",NOM,"6,00","6,00","1,65","659,72","607,53","1,42","6,08","3,79","2,02","2,75",illusion,"2,86","1,66","1,00","6,00","3,00","5,00","0,77","2,00","3,00",NOM,"8,00","1,00","2,50","650,65","529,37","11,19","30,27","26,18","7,12","9,12"
misère-pauvreté,misery poverty,"3,77","1,00",NA,"5,27","1,78","1,00","7,00","6,00","6,00","-0,88","4,00","7,00",misère,"3,56","1,86","1,00","7,00","3,00","6,00","0,55","2,00","5,00",NOM,"6,00","0,00","1,95","600,52","563,72","16,85","39,46","36,77","16,51","11,11",pauvreté,"3,98","1,93","1,00","7,00","4,00","6,00","0,00","2,00","6,00",NOM,"8,00","1,00","2,45","645,74","563,07","7,04","10,14","29,24","7,19","19,47"
miséricorde-pitié,mercy pity,"2,59","1,00","0,04","4,33","1,86","1,00","7,00","5,00","6,00","-0,27","3,00","5,50",miséricorde,"2,49","1,41","1,00","6,00","2,00","5,00","0,84","1,00","3,00",NOM,"11,00","0,00","4,55","788,00",NA,"8,77","5,07","5,22","0,90","1,34",pitié,"2,70","1,81","1,00","7,00","2,00","6,00","1,09","1,00","3,00",NOM,"5,00","0,00","1,95","618,50","560,51","76,38","57,91","19,78","33,67","3,22"
modèle-exemple,model example,"4,11","2,00",NA,"5,26","1,44","1,00","7,00","5,00","6,00","-1,02","5,00","6,00",modèle,"4,23","1,54","2,00","7,00","4,00","5,00","0,20","3,00","5,00",VER,"6,00","2,00","1,85","614,00","535,89","0,27","1,28","117,09","55,70","79,82",exemple,"3,98","2,22","1,00","7,00","4,00","6,00","-0,03","2,00","6,00",NOM,"7,00","1,00","2,45","570,00","506,17","91,83","119,19","322,91","103,96","228,68"
moment-pause,moment break,"3,21","1,00",NA,"3,49","1,83","1,00","7,00","4,00","6,00","0,11","2,00","5,00",moment,"2,86","1,61","1,00","7,00","3,00","6,00","0,74","1,25","4,00",NOM,"6,00","1,00","1,90","715,17","520,76","403,25","611,62","528,61","606,75","357,19",pause,"3,56","1,56","1,00","7,00","3,00","6,00","0,44","3,00","4,00",NOM,"5,00","5,00","1,60","537,54","509,06","27,30","10,14","32,06","70,91","35,60"
montant-addition,amount addition,"4,61","2,00",NA,"4,74","1,64","1,00","7,00","5,00","6,00","-0,57","4,00","6,00",montant,"4,48","1,86","1,00","7,00","5,00","6,00","-0,38","3,00","6,00",ADJ,"7,00","4,00","1,65","718,08","541,92","0,50","2,23","29,09","11,52","111,77",addition,"4,74","2,08","1,00","7,00","5,00","6,00","-0,47","3,00","7,00",NOM,"8,00","1,00","2,10","654,61","575,55","8,24","7,36","6,49","2,71","7,77"
morale-intégrité,moral integrity,"2,84","1,00","0,01","4,64","1,51","1,00","7,00","5,00","6,00","-1,04","4,00","6,00",morale,"2,62","1,64","1,00","7,00","2,00","6,00","1,32","1,00","3,00",ADJ,"6,00","3,00","1,60","627,63","552,53","7,17","14,59","47,78","15,06","19,96",intégrité,"3,06","1,78","1,00","7,00","3,00","6,00","0,64","2,00","4,00",NOM,"9,00","0,00","2,65","729,13","680,91","4,10","4,26","10,86","1,95","7,19"
morne-triste,mournfull sad,"2,89","1,00",NA,"4,50","1,58","1,00","7,00","5,00","6,00","-0,47","3,00","5,00",morne,"2,73","1,54","1,00","7,00","2,00","6,00","1,05","2,00","3,00",ADJ,"5,00","9,00","1,40","776,00",NA,"0,81","14,46","3,52","1,30","0,99",triste,"3,06","1,88","1,00","7,00","2,00","6,00","1,02","2,00","4,00",ADJ,"6,00","2,00","1,85","669,96","492,94","93,03","86,89","59,09","96,05","22,74"
moustique-araignée,mosquito spider,"6,81","3,00",NA,"3,20","1,86","1,00","7,00","3,00","6,00","0,30","1,00","5,00",moustique,"6,74","0,50","5,00","7,00","7,00","2,00","-1,69","7,00","7,00",NOM,"9,00","0,00","2,45","621,46","535,92","2,53","1,49","1,52","4,80","0,91",araignée,"6,88","0,33","6,00","7,00","7,00","1,00","-2,40","7,00","7,00",NOM,"8,00","0,00","2,55","665,09","559,19","12,21","12,36","6,07","4,70","1,34"
muscle-organe,muscle organ,"6,06","3,00",NA,"3,91","2,17","1,00","7,00","5,00","6,00","-0,11","2,00","6,00",muscle,"5,86","1,33","1,00","7,00","6,00","6,00","-2,10","5,75","7,00",NOM,"6,00","1,00","1,80","606,46","504,46","3,86","3,92","3,15","3,32","1,75",organe,"6,27","0,95","4,00","7,00","7,00","3,00","-1,18","6,00","7,00",NOM,"6,00","0,00","1,90","613,13","579,24","3,14","6,55","9,68","2,10","7,72"
musicien-chanteur,musician singer,"5,53","3,00","0,02","4,27","1,66","1,00","7,00","5,00","6,00","-0,33","3,00","5,00",musicien,"5,79","1,15","3,00","7,00","6,00","4,00","-0,56","5,00","7,00",ADJ,"8,00","0,00","2,75","675,50","531,82","3,07","1,96","9,86","4,77","7,10",chanteur,"5,28","1,48","2,00","7,00","5,50","5,00","-0,60","4,00","6,25",NOM,"8,00","1,00","1,80","612,52","522,19","9,80","9,19","19,66","21,38","36,21"
musique-peinture,music painting,"5,36","2,00",NA,"2,88","1,98","1,00","7,00","2,00","6,00","0,53","1,00","4,75",musique,"5,24","1,56","2,00","7,00","5,00","5,00","-0,47","4,00","7,00",NOM,"7,00","1,00","1,85","584,87","527,56","168,89","109,80","180,86","251,85","107,67",peinture,"5,48","1,87","1,00","7,00","6,00","6,00","-1,23","4,00","7,00",NOM,"8,00","4,00","1,60","612,20","518,23","25,83","59,39","39,47","15,06","17,95"
mutinerie-révolte,mutiny rebellion,"4,03","2,00",NA,"4,84","1,73","1,00","7,00","5,00","6,00","-0,80","4,00","6,00",mutinerie,"3,89","1,83","1,00","7,00","4,00","6,00","-0,14","2,00","5,00",NOM,"9,00","0,00","2,85","887,62","732,78","2,97","0,81","0,67","0,40","1,05",révolte,"4,17","1,77","1,00","7,00","4,00","6,00","0,06","3,00","5,00",NOM,"7,00","4,00","1,60","620,72","579,47","6,35","21,82","24,39","7,77","30,02"
nager-flotter,swim float,"5,25","2,00","0,03","3,52","1,59","1,00","7,00","3,00","6,00","0,08","2,00","5,00",nager,"5,93","1,39","2,00","7,00","6,00","5,00","-1,54","5,25","7,00",VER,"5,00","6,00","1,55","586,79","526,62","18,71","9,32","6,64","3,90","4,33",flotter,"4,57","1,74","1,00","7,00","5,00","6,00","-0,07","3,00","6,00",VER,"7,00","4,00","1,65","614,60","569,59","3,16","10,68","3,70","0,90","1,26"
négligence-faute,negligence fault,"3,24","1,00",NA,"3,91","1,86","1,00","7,00","4,00","6,00","-0,11","2,00","5,00",négligence,"2,86","1,73","1,00","7,00","2,00","6,00","1,05","2,00","3,25",NOM,"10,00","1,00","2,70","734,29",NA,"2,96","4,12","3,88","0,61","4,50",faute,"3,61","1,81","1,00","7,00","3,00","6,00","0,56","2,00","4,25",NOM,"5,00","9,00","1,35","660,84","518,96","163,19","81,08","73,77","112,31","100,57"
neige-grêle,snow hail,"6,36","3,00",NA,"3,91","1,94","1,00","7,00","4,00","6,00","-0,14","2,00","5,50",neige,"6,54","0,70","5,00","7,00","7,00","2,00","-1,21","6,00","7,00",NOM,"5,00","2,00","1,80","581,54","486,26","37,52","74,93","81,15","244,01","73,80",grêle,"6,18","1,37","1,00","7,00","7,00","6,00","-2,44","6,00","7,00",ADJ,"5,00","3,00","1,70","654,83","585,78","0,53","4,86","1,88","4,48","2,02"
neveu-cousin,nephew cousin,"6,00","3,00","0,03","3,47","2,01","1,00","7,00","4,00","6,00","0,09","1,00","5,00",neveu,"6,20","1,18","2,00","7,00","7,00","5,00","-1,79","5,75","7,00",NOM,"5,00","0,00","1,95","695,67","564,01","22,90","13,92","7,22","7,87","5,41",cousin,"5,80","1,12","3,00","7,00","6,00","4,00","-0,68","5,00","7,00",NOM,"6,00","2,00","1,75","598,86","626,67","37,31","39,05","14,59","19,40","7,66"
nid-ruche,nest hive,"6,37","3,00",NA,"4,22","1,85","1,00","7,00","5,00","6,00","-0,28","3,00","6,00",nid,"6,31","1,03","4,00","7,00","7,00","3,00","-1,28","6,00","7,00",NOM,"3,00","7,00","1,55","631,43","535,49","11,07","14,59","11,62","5,31","5,64",ruche,"6,43","1,01","2,00","7,00","7,00","5,00","-2,67","6,00","7,00",NOM,"5,00","8,00","1,40","708,83","565,56","2,64","2,03","4,46","2,13","1,58"
niveau-hauteur,level hight,"3,92","1,00",NA,"4,27","1,61","1,00","7,00","5,00","6,00","-0,50","3,00","5,00",niveau,"3,55","1,58","1,00","7,00","3,50","6,00","0,00","3,00","5,00",NOM,"6,00","0,00","2,20","597,83","513,99","45,46","30,74","216,89","204,49","351,23",hauteur,"4,29","1,87","1,00","7,00","4,00","6,00","-0,07","3,00","6,00",NOM,"7,00","3,00","1,75","663,75","540,84","18,19","66,15","52,33","25,00","84,18"
Noël-Pâque,Christmas Easter,"4,28","2,00",NA,"3,53","1,83","1,00","7,00","4,00","6,00","0,03","2,00","5,00",Noël,"4,59","1,77","1,00","7,00","4,00","6,00","-0,13","4,00","6,00",NOM,"4,00","0,00","1,95","637,83","516,85","2,14","5,95","175,82","499,29","99,81",Pâque,"3,97","1,89","1,00","7,00","4,00","6,00","-0,04","3,00","5,00",NOM,"5,00","2,00","1,85",NA,NA,"0,51","0,95",NA,NA,NA
noix-cacahuète,nut peanut,"6,72","3,00","0,09","4,42","1,82","1,00","7,00","5,00","6,00","-0,64","3,00","6,00",noix,"6,68","0,76","4,00","7,00","7,00","3,00","-2,63","7,00","7,00",NOM,"4,00","4,00","1,80","577,60","518,63","12,83","12,23","42,74","10,01","3,98",cacahuète,"6,76","0,50","5,00","7,00","7,00","2,00","-2,02","7,00","7,00",NOM,"9,00","0,00","3,20","727,22","568,53","1,71","0,74","1,49","2,42","0,12"
nomade-voyageur,nomad traveler,"4,81","2,00","0,08","4,92","1,68","1,00","7,00","5,00","6,00","-0,84","4,00","6,00",nomade,"4,44","1,70","1,00","7,00","4,00","6,00","0,23","3,00","6,00",ADJ,"6,00","1,00","1,90","697,13","611,67","0,24","1,96","4,10","2,28","2,22",voyageur,"5,18","1,41","2,00","7,00","5,00","5,00","-0,68","4,00","6,00",ADJ,"8,00","0,00","2,40","603,09","552,27","1,91","2,77","9,07","10,11","5,06"
normal-habituel,normal usual,"2,86","1,00","0,08","4,76","1,76","1,00","7,00","5,00","6,00","-0,65","4,00","6,00",normal,"2,30","1,30","1,00","5,00","2,00","4,00","0,43","1,00","4,00",ADJ,"6,00","0,00","1,90","616,04","492,00","90,98","42,97","67,34","191,02","56,18",habituel,"3,41","1,62","1,00","7,00","3,00","6,00","0,51","2,00","4,00",ADJ,"8,00","3,00","1,75","684,32","545,53","5,35","14,86","11,74","6,29","10,32"
notion-concept,notion concept,"2,44","1,00","0,01","5,40","1,28","1,00","7,00","6,00","6,00","-1,28","5,00","6,00",notion,"2,52","1,39","1,00","7,00","2,00","6,00","1,48","2,00","3,00",NOM,"6,00","4,00","1,75","643,13","551,26","4,99","10,61","38,83","15,39","17,07",concept,"2,37","1,58","1,00","7,00","2,00","6,00","1,36","1,00","3,00",NOM,"7,00","1,00","2,10","580,52","557,15","7,63","2,03","60,18","76,80","28,00"
nuance-teinte,nuance hue,"3,23","1,00","0,02","4,92","1,66","1,00","7,00","5,00","6,00","-0,93","4,00","6,00",nuance,"2,82","1,35","1,00","7,00","3,00","6,00","0,82","2,00","4,00",NOM,"6,00","1,00","1,80","618,22","532,65","1,09","10,88","7,01","8,24","8,59",teinte,"3,65","1,83","1,00","7,00","3,00","6,00","0,18","2,00","5,00",ADJ,"6,00","6,00","1,35","630,13","562,89","0,35","0,54","8,92","1,81","1,11"
